clean_tweet,product_updated,clean_sentiment
love honesty google marissa mayer keynote many product need step customer service location,google,1
google host developer day,google,2
tminus hour social medium maven start perform degrade sex act iphone charge,iphone,2
hey bout donate spend new ipad japan really need thing,ipad,0
wonder much revenue austin store grossed account ipad amid strategic release,ipad,1
technews win hint answer every year technews billmurray howto iphone tech,iphone,2
apple hp popups gee wonder get traffic,apple,2
scavenger hunt game business release app iphone,app,2
wonder fit ipad luggage im pack austin hmm,ipad,2
holy moly cant believe line apple store,apple,2
could forget cell phone today fail glad ipad lifelinetotheworld,ipad,1
feel bad place try amp get ipad everyone try get one techiesunite,ipad,0
love macbook ipad iphone year one run juice jump next,ipad,1
holy cow get hooked paolo alex backup charger iphone facebookcompowermat powermatteam thanks,iphone,1
catch mean ipad apple ipad,app,1
catch mean ipad,ipad,2
knew ply beer stogy last night id weasel way team android party tonight success,android,1
ok nerd totally bateman want sign ipad,ipad,2
last year travel heavythis year light ill get right next year leave ipad home,ipad,2
thought would use ipad lot havent even touch hmmzies,ipad,0
ill austin convention center today w fam show new iphone game,iphone,1
cool one ill rt friday pm doodle google session,google,2
im beyond frustrated w samsung moment runaround amp leave att amp iphone enjoy,iphone,1
no idea startupbus thing addictive also add android app,android,1
practical idea android development bitlyandroidhig,android,2
wonder anyone sell verizon iphone bueller,iphone,2
show st gen ipad still let door funny tim,ipad,2
hotspot data speed could keep rt also thank apple release io time,apple,1
wonder ppl friday queue convention centre apple store xd im still figure wot ill,apple,1
wonder crowd make line apple store elsewhere u short today,apple,2
another interview disaster like last year evan wood one youll see alot iphone staring,iphone,2
able afford attend buy ipad today consider save japan earthquake relief quot,ipad,2
imago future google asks quotwhy want know thatquot search smscifi,google,2
no launch imminent apparently google circle probably wont dbut even,google,2
week ipad clip join review free go app ipad sxswgo,app,1
youre room full people wgood wifi run frostwire android share pic apps vids wothers,android,1
hot spot austin gowalla right convention cnt ignite party n apple store sxswi,apple,1
austin weekend support smarty ear launch new ipad apps speech therapy sxswh sxsh,app,1
youre austin today please join talk ipad,ipad,2
guy front panel ipad etchasketch casedevice wonder iusxsw,ipad,2
need sweet mac goodness apple set temporary store downtown,apple,1
currently route truther movement music festival spiderhouse google,google,2
nfc include iphone maybe,iphone,2
apple influence ditto one button login choice facebook understandinghumans,apple,2
zite intelligent ipad magazine lt deliciousness trend youneedthis,ipad,1
google interested location base tech indoor venue business convention center etc tech need improve first,google,0
cant get first panel today line look like apple store,apple,2
tim soos invisible instrument jaw drop iphonewii controller lovemusicapi,iphone,1
rockin ipad downtown apple store apple,app,1
technews ipad get temporary apple store technews apple applestore ipad tech,app,1
awesome ipad jailbreak grateful dead fab,ipad,1
heard ipad launch pretty intense,ipad,2
new post ipad launch huge line apple popup shop austin sxswi,app,1
ipad sell go new buyer report socialmedia tech ipad medium,ipad,1
remain ipad stock apple store come get one,app,1
ipad accessory bag thanks,ipad,1
ipad app pure gold,app,1
check ipad design headaches tablet call morning tapworthy,ipad,2
first ipad design headache tablet call morning tapworthy,ipad,2
first ipad didnt even exist last year already feel like im pull antique everytime use ipad ipad,ipad,0
design ipad interface new navigation schema uxdes,ipad,2
design ipad interface uxdes,ipad,2
turn ipad physical messaging platform holler gram cheeky app build,app,1
spin play ipad launch party hang cedar street courtyard,ipad,2
shoot ipad not display search result go question later osmpw,ipad,0
pic ipadwinning performance accordion toodamnlucky,ipad,1
fear no iphone att gs slowpoke network amp sxswmusic,iphone,1
iphone app mock like money come,app,0
iphone app one worst ive use long time,app,0
cool iphone app launch flypost community bulletin board w location learn,app,1
pedicab iphone charger would epic win,iphone,1
check iphone developer meet,iphone,1
forgot iphone android knife gun fight,iphone,2
quotthe iphone transient device use short burst ipad pm couch devicequot,ipad,1
fret not iphone owner apple open temporary store via,app,2
dislike iphone twitter auto shorten link,iphone,0
iphone clearly positively happily,app,1
clipboard carny ipad lowtech,ipad,2
flipboard develop iphone version not android say,iphone,1
microsoft go launch ie amid glow apple logo classicaudiencemisread,apple,2
iphone overheat many british sound people texas,iphone,0
part presentation good thing crash instead work best iphoneandroid,iphone,1
hashable rock new quotcloudquot business card no iphone android,iphone,2
superfriendly w google isnt close acquisition amp partnership answer point,google,2
soo apple store,apple,2
sister throw google party tonigh come band food art ice cream nifty interactive,google,1
walk around star iphone like everyone else ummditto,iphone,2
iphone wilt stress,iphone,0
believe almost always use google map iphone rt google map use mobile say,iphone,1
course rt get apple store geeksrule,apple,1
rumor apple put popup store congressth strange activity sw corner could shh,apple,2
get ta get rt hey taariq howdy texas fav app ltandroidor get iphone usguys,app,1
not rumor apple open temporary store downtown austin ipad launch fb,app,2
not rumor apple open temporary store downtown austin ipad launch,app,2
not rumor apple open temporary store downtown austin ipad launch bitlygmzb,app,2
big iphone small pc good big event like meeti,iphone,1
big iphone small pc good big event like meeting day,iphone,1
get apple store atx,apple,2
im bit jealous see attendee ipad ipad seem obsolete,ipad,1
posterous join pile posterous event iphone techcrunch,iphone,2
posterous join pile posterous event iphone iphone richpearson,iphone,2
building quotsprout upquot new google map mobile,google,2
think break iphone app sorry,app,2
technews time foursquare ups game technews friendsoffer iphone thegame tech,iphone,2
quotim learn thing screenquot year old explanation instantly know use ipad,ipad,1
location pixieengine rt google say future location location location cnn,google,0
pick ipad back cha think worth upgrade,ipad,2
keep tab great craftbeer youre drink austin next pint iphone,iphone,2
ipad keep awake thank god buy,ipad,1
kawasaki key enchantment trustworthiness zappos likeability richard branson product apple mccannsxsw mrmworldwide,apple,2
google keynote marissa mayer acc ballroom w others,google,2
iphone know week tough alreadydwindling battery help jeebus keep correct curse word,iphone,0
jon kolko coffee he venture accelerator look critically apple influence edu,apple,2
